account_age_days,total_orders,product_rating,discount_percent
1939,390,2.88,11.31
1531,90,2.61,7.85
409,573,2.14,11.64
1395,85,4.58,4.97
1807,908,4.98,9.0
1044,712,4.16,9.49
1505,137,4.06,7.42
845,804,3.54,10.37
476,989,4.96,8.81
170,716,1.71,10.35
367,166,3.7,7.89
940,101,2.27,8.72
1030,492,2.37,12.04
1460,329,1.15,13.79
1758,364,2.96,11.2
571,70,4.94,4.45
1032,683,4.71,9.0
420,102,2.09,8.37
459,697,4.78,8.67
216,703,2.54,9.53
1581,417,1.15,13.79
1424,538,2.98,11.17
1460,710,3.96,9.77
906,471,2.58,11.74
85,981,4.8,5.68
1444,57,3.61,5.27
664,141,4.62,6.93
1280,482,4.71,9.0
329,79,3.06,5.45
1723,306,1.76,12.91
329,464,4.48,7.66
646,936,3.19,10.87
1962,105,1.49,9.98
55,481,4.88,5.44
603,587,4.4,9.14
8,7,4.73,3.0
1662,431,4.22,9.4
932,72,4.05,5.16
431,865,4.4,8.59
1250,601,1.78,12.89
1861,334,4.68,9.0
1609,673,4.28,9.31
1818,26,4.83,3.0
202,663,2.6,9.33
93,964,1.58,9.92
485,130,3.06,8.49
1338,633,4.18,9.46
205,297,3.37,8.25
1289,715,3.6,10.29
1837,56,3.01,6.09
935,217,4.54,9.0
533,499,3.23,10.81
488,897,1.96,12.53
776,688,2.63,11.67
1720,990,1.52,13.26
96,48,2.98,3.0
494,985,2.56,11.72
1247,102,1.04,10.51
1852,283,3.99,9.73
336,100,2.67,6.8
661,666,3.9,9.86
1521,811,1.82,12.83
138,974,1.05,11.03
616,799,3.76,10.06
1382,55,3.99,4.65
383,55,4.05,3.63
1179,82,3.97,5.63
427,283,2.95,10.63
764,64,1.67,8.28
175,884,4.2,6.83
566,882,4.0,9.71
553,453,4.35,9.21
900,11,2.69,4.97
1901,141,1.48,11.25
563,602,4.65,9.0
309,496,4.12,8.01
1759,59,2.95,6.28
1281,701,4.64,9.0
526,963,3.49,10.44
82,56,3.32,3.0
330,847,2.1,11.07
759,658,4.5,9.0
1441,341,4.4,9.14
1359,992,2.36,12.06
1473,496,3.35,10.64
668,258,1.12,13.83
1689,714,3.39,10.59
83,633,4.71,5.66
1672,959,1.14,13.8
1013,797,1.08,13.89
983,721,2.69,11.59
932,558,4.78,9.0
1141,181,2.69,10.92
1318,249,3.39,10.59
144,300,4.22,6.55
404,750,4.48,8.26
1349,156,5.0,7.46
194,848,1.41,10.97
698,578,3.52,10.4
268,981,4.55,7.14
982,292,1.53,13.24
727,685,2.84,11.37
119,854,2.02,9.49
1792,764,4.59,9.0
769,188,2.8,11.01
1632,909,4.45,9.07
648,849,3.86,9.91
152,661,4.37,6.4
838,710,3.86,9.91
584,766,1.38,13.46
726,666,3.37,10.61
503,225,4.47,9.04
1680,881,3.88,9.89
1381,200,1.62,13.11
790,523,2.7,11.57
636,43,1.72,7.48
628,251,1.77,12.9
143,891,3.89,7.02
1530,491,3.57,10.33
41,580,4.81,5.33
1034,230,1.69,13.01
69,269,1.95,9.19
1061,283,2.92,11.26
1625,664,3.84,9.94
1144,678,1.34,13.51
855,917,3.94,9.8
776,884,4.82,9.0
455,279,2.06,12.13
1665,694,2.24,12.23
273,513,3.65,8.4
634,563,2.76,11.49
239,334,1.38,11.37
1278,542,4.74,9.0
1106,387,4.75,9.0
1110,558,1.44,13.37
698,929,3.0,11.14
1337,717,2.11,12.41
1838,196,2.8,11.29
1509,273,1.59,13.16
797,771,3.04,11.09
5,401,1.14,9.84
1758,153,3.28,9.1
1816,799,1.23,13.67
1641,125,1.08,11.26
1753,343,1.82,12.83
1143,662,4.16,9.49
939,560,2.36,12.06
958,880,2.54,11.8
1646,433,1.08,13.89
344,759,1.72,11.72
1478,931,3.85,9.93
140,209,1.07,11.02
407,217,2.19,11.56
934,556,3.88,9.89
361,40,1.61,6.42
1148,34,3.7,4.33
1297,323,4.7,9.0
233,699,3.77,7.91
1674,183,2.58,11.15
688,826,2.5,11.86
640,17,2.95,4.81
1359,359,1.74,12.94
874,713,2.78,11.46
1278,475,4.34,9.23
1561,121,2.67,8.85
1960,74,4.65,4.59
980,977,4.87,9.0
596,453,1.11,13.84
1469,784,4.97,9.0
1215,705,1.83,12.81
1113,631,2.49,11.87
646,386,3.03,11.1
891,17,1.22,7.28
504,129,1.3,11.09
564,720,5.0,9.0
851,560,3.32,10.69
1688,575,1.4,13.43
911,827,4.0,9.71
1828,573,4.53,9.0
892,818,3.45,10.5
1959,395,1.24,13.66
742,509,3.75,10.07
494,411,1.72,12.92
1180,664,3.86,9.91
21,396,4.32,5.43
1926,80,4.56,4.8
483,412,1.7,12.86
963,289,1.96,12.63
1597,810,3.14,10.94
1275,265,3.42,10.54
1901,793,2.81,11.41
1421,199,4.12,9.51
1450,923,3.29,10.73
584,929,2.48,11.89
901,230,1.04,13.94
1472,367,1.96,12.63
1486,396,4.8,9.0
1510,962,4.17,9.47
887,522,3.57,10.33
1599,596,1.57,13.19
1402,583,3.49,10.44
887,120,4.64,6.2
1580,556,1.6,13.14
65,811,3.5,6.95
1427,608,3.44,10.51
844,71,4.49,4.5
751,307,4.33,9.24
283,235,1.92,10.95
1487,224,1.34,13.51
1907,818,4.31,9.27
321,474,2.62,10.25
1375,335,3.27,10.76
1572,720,4.94,9.0
452,114,4.5,5.61
1438,732,2.28,12.17
1303,983,4.99,9.0
1025,333,1.83,12.81
791,550,3.33,10.67
1852,181,4.97,8.34
1490,440,2.82,11.4
613,142,1.72,10.94
1628,110,3.69,7.01
884,224,3.82,9.97
392,504,2.57,10.89
565,783,3.26,10.77
1667,999,2.36,12.06
1248,422,1.88,12.74
1918,617,3.78,10.03
17,554,1.97,8.75
910,106,3.3,7.42
10,292,3.17,6.98
1374,122,4.39,6.43
445,818,3.09,10.57
564,995,2.48,11.89
1078,912,1.99,12.59
816,988,4.64,9.0
1589,559,3.43,10.53
867,403,1.62,13.11
10,220,3.75,6.15
1454,284,1.01,13.99
1937,302,3.5,10.43
160,332,3.67,7.47
1626,622,3.85,9.93
1087,935,1.51,13.27
1428,46,4.44,3.7
1142,634,3.08,11.03
833,249,3.98,9.74
288,999,3.69,8.46
774,213,3.59,10.3
1683,12,1.53,6.66
457,523,3.87,9.56
1662,189,2.05,12.11
1672,875,2.48,11.89
1391,487,3.24,10.8
1334,210,2.88,11.31
194,878,2.7,9.12
273,275,2.17,10.51
1257,585,1.81,12.84
760,419,3.73,10.1
2,140,1.05,7.84
540,387,1.97,12.61
29,12,3.32,3.0
266,337,4.76,7.13
360,72,2.73,5.93
72,435,4.38,5.75
453,126,4.35,6.25
943,640,1.29,13.59
125,798,1.75,9.93
166,111,1.63,7.31
493,215,3.22,10.77
1770,362,4.45,9.07
1461,101,4.88,5.54
188,890,1.66,10.56
1803,330,2.4,12.0
1825,453,2.17,12.33
1208,660,4.65,9.0
396,622,2.33,11.27
11,115,1.99,5.7
801,49,1.36,8.2
405,518,1.13,13.05
342,624,2.13,11.12
1694,560,2.41,11.99
896,211,1.64,13.09
561,515,2.02,12.54
1417,39,3.39,4.95
8,685,3.01,7.19
1029,429,1.1,13.86
1889,493,2.01,12.56
1200,681,3.24,10.8
159,756,2.47,9.17
1818,989,1.64,13.09
495,37,3.73,4.35
1882,67,1.5,8.63
482,635,3.29,10.58
107,643,2.27,9.04
1828,426,2.85,11.36
632,870,4.98,9.0
1546,144,1.67,11.08
1528,390,3.67,10.19
100,281,3.13,7.76
675,966,2.57,11.76
1268,89,1.98,8.72
1029,281,2.61,11.7
783,628,2.3,12.14
1536,219,4.49,9.01
802,223,1.88,12.74
915,335,2.28,12.17
1893,939,1.29,13.59
278,276,1.63,11.32
658,114,1.6,10.13
1834,292,4.21,9.41
513,485,2.8,11.43
1008,621,1.95,12.64
1572,640,3.84,9.94
598,482,4.35,9.21
126,455,4.25,6.37
50,316,2.92,7.66
122,459,2.08,9.43
302,115,2.18,7.76
1757,286,3.7,10.14
405,342,3.15,10.17
988,678,1.18,13.74
1654,927,1.56,13.2
1793,30,3.3,4.76
980,422,1.47,13.33
483,754,1.81,12.71
230,104,3.0,5.62
1244,421,1.79,12.87
338,85,3.56,5.02
3,822,1.03,9.98
1485,387,3.55,10.36
43,189,2.87,7.29
1690,894,2.86,11.34
1253,508,4.72,9.0
1725,676,4.67,9.0
1480,72,1.45,8.88
1524,775,1.31,13.56
313,276,4.94,7.5
1379,173,4.33,8.3
1229,623,1.54,13.23
764,534,2.2,12.29
225,792,2.69,9.39
679,533,3.89,9.87
1588,948,2.67,11.61
1102,253,3.24,10.8
104,743,2.55,8.62
995,819,3.03,11.1
1861,756,1.39,13.44
1414,845,3.02,11.11
662,103,3.92,6.43
1997,650,4.32,9.26
374,567,3.13,9.95
1156,755,3.32,10.69
521,388,3.52,10.4
825,117,3.33,7.77
1342,105,4.31,5.95
1945,946,2.76,11.49
1957,172,1.29,12.61
1408,579,3.33,10.67
442,65,3.35,5.45
1689,51,4.04,4.44
1667,336,1.66,13.06
1857,648,3.57,10.33
910,392,3.02,11.11
1765,834,2.05,12.5
1983,357,4.28,9.31
337,528,1.7,11.7
704,608,1.69,13.01
1320,792,4.41,9.13
1494,44,4.91,3.54
973,726,3.06,11.06
1854,798,2.05,12.5
1457,139,3.33,8.54
1859,752,1.26,13.63
1532,917,3.89,9.87
1807,396,1.82,12.83
1945,328,2.63,11.67
1202,645,3.0,11.14
247,328,4.37,7.16
573,165,1.49,12.08
872,284,3.13,10.96
694,601,3.53,10.39
868,405,3.73,10.1
925,81,2.34,7.92
1923,838,3.37,10.61
721,858,3.74,10.09
198,236,2.3,9.73
36,660,1.51,9.56
425,690,3.16,10.31
1177,988,2.22,12.26
798,631,3.59,10.3
1151,291,4.82,9.0
953,799,3.01,11.13
956,122,2.75,8.77
1669,146,4.21,7.52
766,893,3.09,11.01
1467,992,1.63,13.1
1643,102,1.46,9.91
1054,633,1.33,13.53
883,39,2.84,5.74
917,300,4.21,9.41
666,840,1.16,13.77
1455,237,1.81,12.84
108,36,1.74,4.07
1208,698,4.49,9.01
1763,596,2.51,11.84
578,105,4.25,6.03
1141,682,1.52,13.26
702,963,2.35,12.07
1143,919,2.03,12.53
972,950,3.19,10.87
929,22,1.69,6.78
1718,180,2.98,10.47
311,287,4.23,7.87
1483,384,2.85,11.36
1141,858,1.01,13.99
879,678,3.46,10.49
1668,597,3.86,9.91
1462,290,2.7,11.57
1435,870,3.41,10.56
209,243,1.51,10.94
218,703,4.0,7.46
1451,471,2.31,12.13
1025,161,3.66,8.84
1979,855,1.77,12.9
1013,934,4.89,9.0
1728,186,1.16,13.28
1850,629,3.49,10.44
830,458,1.06,13.91
1168,146,3.85,8.04
286,367,3.37,8.9
1025,777,1.51,13.27
958,346,3.39,10.59
1498,340,1.46,13.34
900,999,1.33,13.53
1615,960,3.97,9.76
1362,606,2.71,11.56
1398,761,4.13,9.53
700,389,4.81,9.0
1059,619,3.86,9.91
413,112,4.37,5.41
1948,371,1.1,13.86
1784,632,2.83,11.39
1463,178,1.71,12.22
26,662,2.04,8.72
1971,886,4.34,9.23
963,599,3.23,10.81
943,57,4.98,4.0
310,285,3.29,9.21
1797,980,3.11,10.99
467,777,3.25,10.52
787,561,3.33,10.67
318,229,3.59,8.84
1139,810,4.68,9.0
1272,348,2.74,11.51
1098,226,3.45,10.5
1189,824,4.21,9.41
1139,471,4.38,9.17
195,215,1.08,11.45
272,268,1.59,11.33
546,461,3.53,10.39
87,886,2.3,8.84
1292,211,1.7,13.0
1348,897,2.79,11.44
534,215,3.56,10.34
343,463,2.39,10.76
471,912,3.65,9.98
123,176,4.57,5.14
86,432,4.86,5.69
846,838,4.26,9.34
1171,11,4.7,3.0
1650,662,3.69,10.16
453,259,3.85,9.55
937,253,2.78,11.46
584,912,2.55,11.79
1633,30,1.53,7.29
1379,710,1.56,13.2
1493,134,3.3,8.4
159,477,1.62,10.39
1970,570,3.26,10.77
1050,402,2.47,11.9
912,700,1.97,12.61
1587,929,3.55,10.36
629,106,4.8,5.71
1923,894,4.79,9.0
15,7,3.15,3.0
373,196,3.4,9.42
457,689,1.97,12.27
435,425,4.46,8.54
1733,353,4.99,9.0
1153,452,3.16,10.91
1039,718,2.32,12.11
1559,47,1.96,7.27
1046,629,1.52,13.26
1846,482,3.03,11.1
1933,592,4.94,9.0
1691,238,3.48,10.46
610,752,2.98,11.17
1608,917,2.21,12.27
13,611,1.71,9.09
1414,479,4.38,9.17
1591,88,2.59,7.81
893,442,3.9,9.86
1915,852,2.58,11.74
1805,963,2.43,11.96
213,10,1.29,4.64
238,619,4.59,6.9
1300,498,4.7,9.0
1263,293,2.72,11.54
1081,50,4.02,4.44
151,587,1.21,10.91
1709,308,2.87,11.33
1507,676,1.56,13.2
61,261,2.7,8.06
1212,628,1.03,13.96
43,118,1.03,7.43
1571,185,1.68,12.5
866,293,4.73,9.0
653,626,1.86,12.77
488,353,3.86,9.82
573,938,1.83,12.81
139,329,2.23,9.35
820,21,2.49,5.61
585,555,3.64,10.23
753,317,2.54,11.8
1595,639,4.48,9.03
763,887,4.2,9.43
749,597,4.3,9.29
208,330,2.46,9.58
1261,87,3.81,6.03
921,618,5.0,9.0
924,671,4.82,9.0
748,661,2.81,11.41
1757,221,4.25,9.36
1560,363,3.7,10.14
1180,376,4.72,9.0
957,700,3.87,9.9
1090,384,1.07,13.9
177,443,2.84,8.79
719,214,1.63,13.1
931,921,1.91,12.7
1863,96,1.28,9.96
353,314,2.64,10.48
1634,262,1.51,13.27
1406,287,1.32,13.54
188,716,4.65,6.5
816,368,4.69,9.0
1592,876,1.9,12.71
1578,497,1.65,13.07
679,615,3.86,9.91
1521,227,1.9,12.71
154,730,3.69,7.39
1473,167,1.08,12.73
906,379,4.93,9.0
1755,625,2.09,12.44
1961,463,2.93,11.24
1952,637,4.74,9.0
327,282,2.82,10.02
1667,595,2.61,11.7
1675,13,2.61,5.16
182,161,5.0,5.09
414,840,3.66,9.51
1252,977,3.14,10.94
523,204,4.17,9.47
1438,412,3.36,10.63
1604,348,4.23,9.39
22,20,3.7,3.0
1891,910,4.92,9.0
1516,338,4.01,9.7
1185,866,4.96,9.0
697,963,1.71,12.99
508,531,4.38,9.17
933,742,1.02,13.97
1696,836,4.44,9.09
547,852,2.66,11.63
1341,441,1.53,13.24
1896,854,2.42,11.97
1172,843,3.8,10.0
1469,330,2.62,11.69
1933,902,3.35,10.64
1083,772,1.62,13.11
1037,357,2.17,12.33
26,543,3.96,5.98
449,357,1.35,13.09
514,809,3.3,10.71
1012,769,2.97,11.19
1713,570,3.22,10.83
1402,692,2.16,12.34
430,70,3.13,5.85
31,518,4.66,5.25
1169,557,4.91,9.0
554,503,3.83,9.96
649,703,4.99,9.0
169,67,3.01,3.83
1052,973,2.88,11.31
1658,328,4.58,9.0
1007,513,2.51,11.84
1959,992,3.86,9.91
1210,993,3.61,10.27
839,573,2.57,11.76
696,28,3.04,5.07
727,723,4.19,9.44
37,730,4.21,5.71
1957,979,1.49,13.3
1836,152,3.71,8.45
1829,200,3.14,10.94
1736,519,4.27,9.33
730,461,2.24,12.23
1383,283,1.15,13.79
982,157,2.93,9.74
1665,326,2.92,11.26
248,633,1.4,11.41
532,905,1.56,13.2
1100,54,1.84,7.69
148,334,3.78,7.21
483,755,3.24,10.66
448,635,3.15,10.51
1133,892,1.57,13.19
1029,278,1.68,13.03
947,684,2.95,11.21
602,785,2.25,12.21
608,171,3.44,9.5
849,501,1.63,13.1
1824,503,1.86,12.77
1519,88,3.16,6.99
1992,467,1.84,12.8
1179,767,3.95,9.79
1715,375,1.9,12.71
1449,177,3.08,10.22
296,618,1.75,11.3
210,229,4.17,7.15
87,819,4.06,6.32
1643,66,4.63,4.31
198,666,3.31,8.28
1073,361,4.13,9.53
1446,782,3.54,10.37
814,914,3.28,10.74
1234,50,1.26,8.38
691,137,4.07,7.41
1758,176,4.95,8.16
1041,391,4.65,9.0
1149,882,4.75,9.0
1595,226,2.9,11.29
1459,407,3.74,10.09
363,213,2.04,11.42
445,211,2.23,11.8
580,170,3.77,8.99
1693,962,1.99,12.59
781,516,4.14,9.51
1572,625,4.17,9.47
917,31,2.21,6.36
1224,84,3.28,6.68
7,397,2.39,8.07
73,893,3.19,7.46
1379,787,3.35,10.64
1295,311,4.8,9.0
1247,600,4.91,9.0
757,300,2.4,12.0
191,588,1.8,10.39
825,86,2.69,7.6
1342,329,3.59,10.3
1943,663,3.31,10.7
628,973,3.61,10.27
946,427,2.14,12.37
589,804,2.98,11.17
315,26,4.96,3.0
244,95,1.07,8.18
1971,900,2.18,12.31
500,474,4.74,9.0
915,352,3.2,10.86
1108,439,3.58,10.31
1916,232,3.31,10.7
1354,792,2.18,12.31
1683,171,3.6,9.27
934,866,2.27,12.19
129,830,1.64,10.12
1762,249,2.06,12.49
1501,423,4.73,9.0
895,944,2.1,12.43
366,373,3.05,10.0
614,77,1.05,9.62
1498,315,3.01,11.13
1832,464,2.71,11.56
20,682,3.7,6.3
1627,396,2.27,12.19
1967,671,1.54,13.23
1561,899,3.46,10.49
1365,778,1.4,13.43
1247,693,4.33,9.24
577,168,4.28,8.19
1325,141,2.82,9.33
661,97,2.17,8.72
1015,926,4.7,9.0
1604,955,4.92,9.0
1201,522,1.79,12.87
314,210,4.78,7.51
162,976,3.26,8.07
678,169,3.71,9.04
338,255,4.7,7.7
88,556,4.38,5.88
1603,192,4.55,8.72
1192,889,4.3,9.29
1460,805,2.01,12.56
734,794,1.06,13.91
177,984,2.85,8.77
771,904,4.33,9.24
1174,698,1.42,13.4
155,671,4.18,6.7
446,620,3.23,10.38
1610,109,3.16,7.73
1257,376,1.32,13.54
1681,136,3.41,8.32
1594,378,4.96,9.0
763,562,3.22,10.83
1475,734,2.3,12.14
242,167,1.32,10.32
1414,700,2.36,12.06
1385,433,2.58,11.74
1057,531,2.93,11.24
111,171,2.42,7.84
263,836,1.41,11.52
181,766,1.98,10.05
957,461,4.96,9.0
1628,326,1.76,12.91
380,547,3.55,9.4
1156,601,3.34,10.66
1448,445,4.21,9.41
922,110,4.31,6.12
39,309,2.47,8.21
1409,158,1.06,12.44
1946,202,1.99,12.59
798,694,4.16,9.49
432,753,3.09,10.47
202,611,3.51,8.03
947,332,2.32,12.11
1837,177,4.17,8.67
1039,144,1.43,11.43
415,210,2.9,10.61
1925,253,4.34,9.23
1538,369,2.13,12.39
664,776,2.97,11.19
770,337,4.18,9.46
270,474,1.41,11.57
1230,601,2.58,11.74
1885,729,3.65,10.21
781,312,4.98,9.0
1364,651,2.17,12.33
607,115,3.87,6.92
376,768,2.52,10.84
1100,231,2.61,11.7
1596,164,4.09,8.33
493,891,3.46,10.43
1793,704,2.3,12.14
1468,550,2.76,11.49
340,368,3.93,8.53
529,144,2.59,9.77
446,885,3.17,10.47
815,113,3.69,7.11
570,447,2.24,12.23
1891,551,4.65,9.0
684,791,4.35,9.21
1124,537,4.41,9.13
485,883,1.82,12.71
1626,919,1.55,13.21
287,922,4.58,7.3
919,414,4.64,9.0
501,676,4.38,9.17
87,713,1.84,9.5
1378,403,2.35,12.07
460,19,3.81,3.33
1501,69,4.16,4.9
634,568,2.24,12.23
867,639,3.56,10.34
1859,612,2.19,12.3
1752,213,2.58,11.74
877,75,3.75,5.7
343,554,3.29,9.47
331,951,3.26,9.42
12,66,2.68,3.01
664,93,2.41,8.24
1148,107,2.28,8.92
566,578,1.9,12.71
362,325,4.87,7.9
797,469,4.57,9.0
120,785,4.19,6.4
1295,448,2.09,12.44
1040,609,2.65,11.64
1206,247,3.41,10.56
1915,622,3.95,9.79
485,957,2.39,11.89
384,528,3.81,9.06
532,563,3.24,10.8
1181,548,4.51,9.0
888,191,2.07,12.16
92,412,1.05,10.66
892,676,3.61,10.27
1536,374,2.46,11.91
801,992,4.05,9.64
1378,198,3.69,10.09
1072,585,3.8,10.0
591,801,2.36,12.06
401,772,4.15,8.71
673,531,3.82,9.97
1795,221,3.09,11.01
1591,902,4.31,9.27
1717,103,2.46,8.52
236,397,3.95,7.67
406,434,2.1,11.68
219,310,1.74,10.69
1997,222,3.15,10.93
231,880,1.83,10.66
1144,801,4.71,9.0
732,383,1.25,13.64
803,568,3.79,10.01
630,180,2.62,10.99
701,619,2.3,12.14
1161,446,2.87,11.33
192,345,2.8,8.96
443,103,2.53,7.96
128,982,2.1,9.45
662,667,2.87,11.33
152,162,4.99,4.89
705,735,4.05,9.64
773,939,2.1,12.43
242,114,1.18,8.67
492,820,3.12,10.91
272,597,2.48,10.06
1720,973,4.31,9.27
537,785,3.16,10.91
1073,932,4.41,9.13
1238,8,1.1,7.14
1745,699,1.87,12.76
1765,43,1.24,8.16
283,869,1.27,11.88
1119,330,3.98,9.74
276,625,4.09,7.79
1686,737,3.77,10.04
1244,27,2.27,6.13
1307,331,3.39,10.59
1457,956,2.98,11.17
25,591,4.14,5.71
160,922,2.42,9.25
1009,379,4.51,9.0
1086,524,1.43,13.39
445,541,4.13,9.09
1246,374,4.41,9.13
1018,759,4.62,9.0
300,189,4.5,7.01
1070,601,2.7,11.57
276,671,3.21,9.05
462,874,1.09,13.57
1697,202,4.92,9.0
615,97,3.09,7.41
762,675,4.36,9.2
909,281,4.44,9.09
1889,833,1.39,13.44
1974,112,3.15,7.85
1216,466,3.91,9.84
436,73,4.05,4.69
399,557,4.8,8.19
767,819,3.78,10.03
1050,186,4.22,8.91
1673,233,1.14,13.8
104,543,4.57,5.83
517,563,1.62,13.11
1703,497,3.73,10.1
286,701,4.64,7.29
1470,163,4.35,7.92
1876,512,2.29,12.16
1059,993,4.68,9.0
1034,464,1.76,12.91
1936,238,4.39,9.16
1548,816,4.15,9.5
838,28,3.53,4.37
769,622,1.93,12.67
759,153,1.19,12.08
877,954,3.1,11.0
1629,142,1.54,11.2
1857,470,4.56,9.0
1353,235,4.6,9.0
1925,240,1.38,13.46
1197,358,4.02,9.69
1630,914,4.22,9.4
220,417,3.13,8.72
137,569,4.25,6.45
1225,934,4.59,9.0
1933,164,1.07,12.64
982,617,1.13,13.81
446,134,4.9,6.26
593,600,3.35,10.64
842,980,1.74,12.94
18,22,1.98,3.0
296,668,3.39,8.95
1624,84,4.33,5.18
406,441,2.05,11.75
653,443,1.09,13.87
628,194,2.32,11.9
1999,724,4.62,9.0
1205,589,2.84,11.37
925,122,4.47,6.31
1498,114,1.51,10.26
1811,103,2.27,8.79
805,32,4.46,3.18
849,902,4.09,9.59
1087,971,1.33,13.53
349,286,3.33,9.46
1204,169,3.32,9.6
1291,153,3.37,8.97
1725,231,3.74,10.09
247,165,2.19,9.05
1130,865,1.9,12.71
65,189,1.24,9.79
1911,393,1.37,13.47
194,857,2.09,9.99
482,452,4.64,8.86
1084,522,2.55,11.79
1939,865,2.57,11.76
236,67,3.5,3.66
920,629,1.21,13.7
1677,681,3.02,11.11
414,859,4.24,8.68
274,713,3.71,8.32
1280,826,3.9,9.86
1020,52,2.96,6.02
1759,768,3.23,10.81
1293,850,2.0,12.57
326,646,3.24,9.41
1576,870,1.53,13.24
1792,217,1.08,13.89
1982,999,3.51,10.41
1347,192,1.34,13.23
1425,992,1.39,13.44
871,470,1.15,13.79
1327,462,1.55,13.21
339,640,1.69,11.73
1123,762,3.49,10.44
1980,8,3.93,3.09
504,558,4.97,9.0
1588,271,4.56,9.0
476,294,4.29,9.11
1041,10,1.98,5.95
1372,425,3.83,9.96
1325,69,1.51,8.69
632,817,1.33,13.53
1723,799,2.58,11.74
777,136,4.56,6.76
1549,979,1.12,13.83
370,847,3.44,9.47
693,897,3.33,10.67
1589,846,4.59,9.0
518,623,4.6,9.0
1350,154,1.5,11.68
1615,334,2.45,11.93
917,783,3.92,9.83
1915,347,2.18,12.31
420,67,4.74,3.7
1126,252,2.51,11.84
842,106,2.79,8.15
1655,88,1.43,9.47
1200,620,3.21,10.84
1906,474,3.84,9.94
1749,146,2.08,10.57
1550,627,2.6,11.71
1403,169,2.44,10.86
954,747,4.8,9.0
1089,841,1.18,13.74
1758,923,1.7,13.0
206,25,4.44,3.0
946,129,4.34,6.74
1445,830,3.37,10.61
1325,661,2.65,11.64
1735,997,2.72,11.54
1594,440,1.07,13.9
365,845,4.14,8.43
94,849,2.34,8.84
129,580,4.19,6.47
361,203,4.53,7.89
1220,310,3.39,10.59
1387,803,4.15,9.5
752,30,2.62,5.74
1012,756,4.86,9.0
620,14,2.44,5.43
340,327,3.77,8.76
1900,950,1.6,13.14
1617,535,3.59,10.3
66,742,4.33,5.77
61,81,2.87,3.65
360,654,1.5,12.17
1288,482,1.19,13.73
446,141,4.39,6.66
1600,785,2.62,11.69
1314,289,4.5,9.0
245,203,2.74,9.47
2,607,3.82,5.99
500,671,1.53,13.24
1379,881,2.97,11.19
928,883,4.58,9.0
1097,768,4.58,9.0
187,687,3.24,8.3
946,246,2.03,12.53
1306,123,4.19,6.75
1360,544,1.79,12.87
950,395,3.84,9.94
1425,976,3.48,10.46
426,734,4.65,8.41
225,598,2.24,10.03
1676,490,2.43,11.96
1133,372,2.06,12.49
1684,275,2.64,11.66
1432,565,4.79,9.0
1693,240,4.16,9.49
1023,426,3.65,10.21
940,935,1.4,13.43
1196,325,1.18,13.74
1680,307,1.15,13.79
1463,418,2.97,11.19
1263,649,1.28,13.6
739,200,1.99,12.59
315,941,3.58,8.83
942,684,1.23,13.67
559,531,3.55,10.36
1856,376,3.09,11.01
1029,455,3.24,10.8
728,215,4.14,9.51
1597,697,2.61,11.7
1987,511,2.35,12.07
963,717,2.55,11.79
93,908,3.31,7.44
92,292,1.88,9.48
308,953,4.81,7.46
1726,288,3.72,10.11
1717,604,2.77,11.47
1433,982,3.23,10.81
1234,827,4.19,9.44
1655,314,2.29,12.16
1504,795,2.82,11.4
1254,657,1.43,13.39
1130,68,2.13,7.77
496,89,2.49,7.95
477,424,1.93,12.49
1859,963,1.06,13.91
1560,715,4.16,9.49
1585,842,1.12,13.83
1644,483,3.93,9.81
1503,919,2.99,11.16
993,179,3.5,9.69
1524,714,3.61,10.27
1792,839,2.39,12.01
795,495,3.4,10.57
382,413,2.57,10.81
1543,617,2.91,11.27
1896,995,2.88,11.31
282,565,4.4,7.4
802,243,4.37,9.19
1328,580,3.61,10.27
38,867,2.32,8.42
661,150,3.9,8.11
399,11,2.66,4.21
1052,595,4.0,9.71
389,12,1.28,6.13
1814,560,4.61,9.0
1672,186,4.84,8.51
69,464,4.44,5.64
1103,679,4.28,9.31
90,942,4.05,6.36
886,247,1.77,12.9
1549,480,1.82,12.83
193,204,4.74,6.54
1100,710,3.61,10.27
47,524,3.33,7.05
318,879,4.56,7.54
762,685,3.82,9.97
175,593,1.21,11.1
1207,532,4.56,9.0
1646,998,1.07,13.9
1108,321,1.9,12.71
1089,813,1.13,13.81
117,909,3.08,7.96
277,432,2.12,10.62
955,575,3.3,10.71
7,192,3.71,5.9
1588,965,3.94,9.8
915,389,2.97,11.19
1696,890,2.02,12.54
1474,64,3.64,5.47
580,144,2.93,9.28
947,561,3.57,10.33
670,723,2.04,12.51
1626,286,1.86,12.77
471,929,1.02,13.74
1191,586,2.25,12.21
995,387,2.87,11.33
1537,246,2.04,12.51
873,634,3.13,10.96
1483,209,2.75,11.5
360,834,1.04,12.82
1342,339,4.35,9.21
1650,492,4.06,9.63
1329,568,1.45,13.36
457,154,1.38,11.5
78,132,2.99,5.4
1501,93,3.84,6.2
48,310,1.74,9.33
828,736,2.66,11.63
1894,67,4.77,4.35
1016,416,1.05,13.93
1383,411,2.69,11.59
66,69,4.42,3.0
1784,389,1.02,13.97
499,982,4.23,9.38
1820,51,4.62,3.78
720,466,1.64,13.09
568,133,3.55,8.01
530,307,4.87,9.0
1647,980,1.35,13.5
445,520,3.15,10.49
1092,384,1.7,13.0
1373,426,4.37,9.19
